query,value
行业:服务 业态:共享租赁 品类:自助仓储 指标:仓储数量（个） 指标来源:领先企业均值 值,2071.00
行业:服务 业态:共享租赁 品类:自助仓储 指标:服务网点数量（个） 指标来源:领先企业均值 值,\N
行业:服务 业态:共享租赁 品类:自助仓储 指标:单票收入（元） 指标来源:领先企业均值 值,2.59
行业:服务 业态:共享租赁 品类:自助仓储 指标:单票毛利润（元） 指标来源:领先企业均值 值,0.27
行业:零售 业态:无人零售 品类:自助售货机 指标:标品存货周转天数（天） 指标来源:领先企业均值 值,50.00
行业:零售 业态:无人零售 品类:自助售货机 指标:短保品存货周转天数（天） 指标来源:领先企业均值 值,5.00
行业:零售 业态:无人零售 品类:自助售货机 指标:标品损耗率 指标来源:nan 值,\N
行业:零售 业态:无人零售 品类:自助售货机 指标:数字增值服务收入占比 指标来源:领先企业均值 值,\N
行业:零售 业态:无人零售 品类:自助售货机 指标:机器故障率 指标来源:领先企业均值 值,\N
行业:零售 业态:无人零售 品类:自助售货机 指标:扣款失败率 指标来源:领先企业均值 值,\N
行业:零售 业态:无人零售 品类:自助售货机 指标:单个机器成本 指标来源:领先企业均值 值,11300.00
行业:零售 业态:无人零售 品类:自助售货机 指标:缺货率 指标来源:领先企业均值 值,\N
行业:零售 业态:无人零售 品类:自助售货机 指标:直采占比 指标来源:品类均值 值,\N
行业:零售 业态:无人零售 品类:自助售货机 指标:供应链：仓库数量（个） 指标来源:nan 值,\N
行业:零售 业态:无人零售 品类:自助售货机 指标:供应链：单个仓库覆盖机器数量（台） 指标来源:nan 值,\N
行业:零售 业态:无人零售 品类:自助售货机 指标:SKU 指标来源:nan 值,\N
行业:餐饮 业态:特色正餐 品类:自助餐 指标:SKU 指标来源:品类均值 值,160.00
行业:餐饮 业态:特色正餐 品类:自助餐 指标:口碑分 指标来源:领先企业均值 值,85.00
行业:餐饮 业态:特色正餐 品类:自助餐 指标:食材损耗管理 指标来源:nan 值,1.00
行业:餐饮 业态:特色正餐 品类:茶餐厅 指标:运营：翻台率 指标来源:领先企业均值 值,3.30
行业:餐饮 业态:特色正餐 品类:茶餐厅 指标:运营：月均人效 指标来源:领先企业均值 值,29608.00
行业:餐饮 业态:特色正餐 品类:茶餐厅 指标:运营：月上新数 指标来源:nan 值,3.00
行业:餐饮 业态:特色正餐 品类:茶餐厅 指标:运营：SKU 指标来源:nan 值,94.00
行业:餐饮 业态:特色正餐 品类:茶餐厅 指标:运营：外卖占比 指标来源:领先企业均值 值,\N
行业:餐饮 业态:休闲饮品 品类:茶馆茶室 指标:季度上新数（款） 指标来源:领先企业均值 值,8.00
行业:餐饮 业态:休闲饮品 品类:茶馆茶室 指标:季度复购率 指标来源:领先企业均值 值,\N
行业:餐饮 业态:休闲饮品 品类:茶馆茶室 指标:月均人效（元） 指标来源:领先企业均值 值,22000.00
行业:餐饮 业态:地方菜 品类:西北菜 指标:运营：翻台率 指标来源:领先企业均值 值,3.00
行业:餐饮 业态:地方菜 品类:西北菜 指标:运营：月均坪效（元） 指标来源:领先企业均值 值,1817.00
行业:餐饮 业态:地方菜 品类:西北菜 指标:运营：月均人效（元） 指标来源:领先企业均值 值,25044.00
行业:餐饮 业态:地方菜 品类:西北菜 指标:供应链：直采占比 指标来源:领先企业均值 值,\N
行业:餐饮 业态:地方菜 品类:西北菜 指标:SKU 指标来源:领先企业均值 值,23.00
行业:餐饮 业态:异国菜 品类:西式正餐 指标:SKU更新频率（月） 指标来源:领先企业均值 值,2.50
行业:餐饮 业态:异国菜 品类:西式正餐 指标:月均SKU上新数 指标来源:领先企业均值 值,1.50
行业:餐饮 业态:异国菜 品类:西式正餐 指标:营：口碑分 指标来源:品类均值 值,84.00
行业:餐饮 业态:异国菜 品类:西式正餐 指标:运营：SKU种类 指标来源:领先企业均值 值,35.00
行业:零售 业态:综合零售 品类:超市 指标:蔬菜损耗率 指标来源:nan 值,\N
行业:零售 业态:综合零售 品类:超市 指标:水果损耗率 指标来源:nan 值,\N
行业:零售 业态:综合零售 品类:超市 指标:鲜肉损耗率  指标来源:nan 值,\N
行业:零售 业态:综合零售 品类:超市 指标:库存周转天数（天） 指标来源:品类均值 值,43.80
行业:零售 业态:综合零售 品类:超市 指标:生鲜毛利率  指标来源:nan 值,\N
行业:零售 业态:综合零售 品类:超市 指标:食品用品毛利率  指标来源:nan 值,\N
行业:零售 业态:综合零售 品类:超市 指标:动销率 指标来源:nan 值,\N
"行业:零售 业态:服装鞋包 品类:运动鞋服 指标:运营：库存周转天数 (天)
 指标来源:2022年安踏、特步、361度存货周转天数分别为180（取自安踏2022Q3数据）、89、90天
 值",90.00
行业:零售 业态:服装鞋包 品类:运动鞋服 指标:供应链：供应交付天数 (天) 指标来源:nan 值,45.00
"行业:零售 业态:服装鞋包 品类:运动鞋服 指标:运营：季度售罄率 (%)
 指标来源:新品季度售罄率
 值",\N
"行业:零售 业态:服装鞋包 品类:运动鞋服 指标:产品：运动鞋营收占比（%）
 指标来源:安踏、361度运动鞋收入占比约为40%，特步运动鞋收入占比约为60%
 值",\N
行业:零售 业态:服装鞋包 品类:运动鞋服 指标:运营：月均店效 (万元) 指标来源:领先企业：FILA 59万元，Nike 61万元，Adidas 42万元，李宁 31万元，斯凯奇 23万元 (取自2022年8月久谦数据) 值,60.00
行业:零售 业态:服装鞋包 品类:运动鞋服 指标:运营：尾货占比 (%) 指标来源:建议<30% 值,\N
"行业:零售 业态:服装鞋包 品类:运动鞋服 指标:品牌：微信公众号平均阅读数
 指标来源:品牌营销：多平台自媒体运营，包括微信、微博、小红书、抖音（关注如微信公众号的更新频率及阅读数）；开展社群营销，构建私域流量。 2000参考服装品类数据
 值",2000.00
行业:服务 业态:医疗健康 品类:透析中心 指标:透析床位数（张） 指标来源:领先企业均值 值,326.00
行业:服务 业态:医疗健康 品类:透析中心 指标:透析患者数 指标来源:领先企业均值 值,1035.00
行业:服务 业态:医疗健康 品类:透析中心 指标:人机比 指标来源:领先企业均值 值,\N
行业:服务 业态:医疗健康 品类:透析中心 指标:次均透析收入（元） 指标来源:领先企业均值 值,715.40
行业:餐饮 业态:休闲饮品 品类:酒馆酒吧 指标:产品：SKU 指标来源:领先企业均值 值,50.00
行业:餐饮 业态:休闲饮品 品类:酒馆酒吧 指标:产品：每单平均杯数（杯） 指标来源:领先企业均值 值,1.30
行业:服务 业态:住宿服务 品类:长租公寓 指标:开业房源管理规模 指标来源:可用于营业的房源数量 值,\N
行业:服务 业态:住宿服务 品类:长租公寓 指标:房屋出租率 指标来源:以当期可供租赁的房产总数为基数，分别除以当期的出租数量 值,\N
行业:服务 业态:住宿服务 品类:长租公寓 指标:房屋续租率 指标来源:所有非首次签约的房源总数中被原租客续约的房源数量 值,\N
行业:服务 业态:住宿服务 品类:长租公寓 指标:非房租营收占比 指标来源:企业除房租收入之外提供附加剩余价值所确认的收入 值,\N
行业:餐饮 业态:甜品烘焙 品类:面包烘焙 指标:SKU 指标来源:品类均值 值,40.00
行业:餐饮 业态:甜品烘焙 品类:面包烘焙 指标:季度复购率 指标来源:品类均值 值,\N
行业:餐饮 业态:甜品烘焙 品类:面包烘焙 指标:会员消费金额占比 指标来源:领先企业均值 值,\N
行业:零售 业态:服装鞋包 品类:鞋靴箱包 指标:年度复购率 指标来源:品类均值 值,\N
行业:零售 业态:服装鞋包 品类:鞋靴箱包 指标:线上销售占比 指标来源:nan 值,\N
行业:零售 业态:服装鞋包 品类:鞋靴箱包 指标:上新频率 指标来源:nan 值,\N
行业:零售 业态:服装鞋包 品类:鞋靴箱包 指标:库存周转天数 指标来源:品类均值 值,50.00
行业:零售 业态:服装鞋包 品类:鞋靴箱包 指标:尾货占比 指标来源:nan 值,\N
行业:零售 业态:服装鞋包 品类:鞋靴箱包 指标:SKU 指标来源:品类均值 值,200.00
行业:服务 业态:医疗健康 品类:齿科门诊 指标:复诊率 指标来源:领先企业均值 值,\N
行业:服务 业态:医疗健康 品类:齿科门诊 指标:复杂治疗占比 指标来源:nan 值,\N
行业:服务 业态:医疗健康 品类:齿科门诊 指标:转介绍率 指标来源:nan 值,\N
行业:服务 业态:医疗健康 品类:齿科门诊 指标:口碑分 指标来源:nan 值,86.00
行业:服务 业态:医疗健康 品类:齿科门诊 指标:人员流动率 指标来源:nan 值,\N
行业:餐饮 业态:休闲饮品 品类:现磨咖啡 二级品类:现磨咖啡 典型品品牌名称,瑞幸咖啡、NOWWA挪瓦咖啡、Tims咖啡、Starbucks星巴克、Peet's皮爷咖啡
行业:餐饮 业态:休闲饮品 品类:现制茶饮 二级品类:奶茶果汁 典型品品牌名称,蜜雪冰城、书亦烧仙草、混果汁
行业:餐饮 业态:休闲饮品 品类:现制茶饮 二级品类:酸奶鲜奶 典型品品牌名称,一只鲜奶牛、茉酸奶、艾炒酸奶
行业:餐饮 业态:休闲饮品 品类:现制茶饮 二级品类:凉茶 典型品品牌名称,杏林春凉茶、清心堂凉茶
行业:餐饮 业态:休闲饮品 品类:茶馆茶室 二级品类:传统茶馆 典型品品牌名称,澜沧古茶、品茗轩、隐溪茶馆
行业:餐饮 业态:休闲饮品 品类:茶馆茶室 二级品类:新中式茶馆 典型品品牌名称,tea'stone、煮叶
行业:餐饮 业态:休闲饮品 品类:酒馆酒吧 二级品类:清吧 典型品品牌名称,海伦斯、优布劳、汉森熊、PLUTO、Joy酒隐、悠航鲜啤
行业:餐饮 业态:休闲饮品 品类:酒馆酒吧 二级品类:餐吧酒馆 典型品品牌名称,胡桃里、贰麻酒馆
行业:餐饮 业态:休闲饮品 品类:酒馆酒吧 二级品类:酒咖茶饮 典型品品牌名称,BlaBlaBar奈雪酒屋、星巴克臻选咖啡·酒坊、DUFOUR
行业:餐饮 业态:甜品烘焙 品类:甜品 二级品类:冰淇淋 典型品品牌名称,DQ、哈根达斯、中街1946
行业:餐饮 业态:甜品烘焙 品类:甜品 二级品类:甜品 典型品品牌名称,鲜芋仙、西树泡芙、喜识冰糖葫芦
行业:餐饮 业态:甜品烘焙 品类:面包烘焙 二级品类:西式烘焙 典型品品牌名称,好利来、麦香园、味多美
行业:餐饮 业态:甜品烘焙 品类:面包烘焙 二级品类:中式糕点 典型品品牌名称,稻香村、泸溪河、鲍师傅
行业:餐饮 业态:智慧餐饮 品类:自助饮品 二级品类:智能咖啡机 典型品品牌名称,小咖、友咖
行业:餐饮 业态:智慧餐饮 品类:自助饮品 二级品类:智能奶茶果汁机 典型品品牌名称,天使之橙
行业:餐饮 业态:智慧餐饮 品类:智慧快餐 二级品类:智慧快餐 典型品品牌名称,F5未来商店、一见面馆
行业:餐饮 业态:快餐小吃 品类:轻食沙拉 二级品类:轻食沙拉 典型品品牌名称,沙野轻食、超能鹿战队、鲜语Gaga、暖柠轻食
行业:餐饮 业态:快餐小吃 品类:披萨意面 二级品类:披萨意面 典型品品牌名称,萨莉亚、必胜客、芝根芝底
行业:餐饮 业态:快餐小吃 品类:汉堡类 二级品类:汉堡 典型品品牌名称,麦当劳、华莱士、派乐汉堡、ShakeShack、塔斯汀
行业:餐饮 业态:快餐小吃 品类:汉堡类 二级品类:塔可三明治 典型品品牌名称,TacoBell塔可钟、爱氏热狗、赛百味Subway
行业:餐饮 业态:快餐小吃 品类:炸物炸串 二级品类:炸物炸串 典型品品牌名称,喜姐炸串、黑色经典、正新鸡排
行业:餐饮 业态:快餐小吃 品类:粉面类 二级品类:中式面馆 典型品品牌名称,和府捞面、遇见小面、常青麦香园
行业:餐饮 业态:快餐小吃 品类:粉面类 二级品类:日式面馆 典型品品牌名称,味千拉面、博多一幸舍
行业:餐饮 业态:快餐小吃 品类:粉面类 二级品类:米粉米线 典型品品牌名称,蒙自源米线、李大叔南昌拌粉、妯娌老鸭粉丝汤
行业:餐饮 业态:快餐小吃 品类:烫捞类 二级品类:麻辣烫 典型品品牌名称,杨国福麻辣烫、老街称盘麻辣烫
行业:餐饮 业态:快餐小吃 品类:烫捞类 二级品类:冒菜 典型品品牌名称,冒大仙冒菜
行业:餐饮 业态:快餐小吃 品类:包子面点 二级品类:包子馒头 典型品品牌名称,巴比馒头、三津汤包、小杨生煎
行业:餐饮 业态:快餐小吃 品类:包子面点 二级品类:饺子馄饨 典型品品牌名称,喜家德水饺、吉祥馄饨、阿贵锅贴
